Author	Work	e-Source	Print Source	Added by
Horace	Ars Poetica	Perseus	C. Smart, The Works of Horace. Philadelphia: Joseph Whetham, 1836.	Chris Forstall
Horace	Carmen Saeculare	Latin Library	Paul Shorey, Horace: Odes and Epodes. Boston: Benj. H. Sanborn & Co.	Chris Forstall
Horace	Epistles	Perseus	H. Rushton Fairclough, Horace: Satires, Epistles and Ars Poetica. Harvard University Press, 1929.	Chris Forstall
Horace	Epodes	Perseus	F. Vollmer, Q. Horati Flacci Carmina. Leipzig: Teubner, 1912.	Chris Forstall
Horace	Odes	Perseus	Paul Shorey and Gordon J. Laing, Horace: Odes and Epodes. Chicago: Benj. H. Sanborn & Co., 1919.	Chris Forstall
Horace	Satires	Perseus	C. Smart, The Works of Horace. Philadelphia: Joseph Whetham, 1836.	Chris Forstall
Hyperides	Speeches (Greek). Machine readable text	Perseus	Minor Attic Orators in two volumes, 2, with an English translation by J. O. Burtt, M.A..Cambridge, MA, Harvard University Press; London, William Heinemann Ltd., 1962.	Jessica Micceri
Isaeus	Speeches (Greek). Machine readable text	Perseus	Isaeus with an English translation by Edward Seymour Forster, M.A..Cambridge, MA, Harvard University Press; London, William Heinemann Ltd., 1962.	Jessica Micceri
Jerome	Epistulae. Selections.	Perseus	F.A. Wright, Select Letters of St. Jerome. London; Cambridg e, Massachusetts: William Heinemann Ltd.; Harvard University Press, 1933.	Anna Glenn
Jerome	Vulgate	Perseus	Saint Jerome, Vulgate Bible.Bible Foundation and On-Line Book Initiative; ftp.std.com/obi/Religion/Vulga te: 13-Oct-99.	Tony R Waleszczak
Julius Caesar	De Bello Gallico	Perseus	T. Rice Holmes, C. Iuli Commentarii Rerum in Gallia Gestarum VII A. Hirti Commentarius VII. Oxonii: e Typographeo Clarendoniano, 1914.	Anna Glenn
Juvenal	Satires	Perseus	G. G. Ramsay, Juvenal and Persius: With An English Translation New York: G. P. Putnam’s Sons, 1918.	Chris Forstall
Livy	Ab urbe condita, books 1-10, 21-45	Perseus	W. Weissenborn, Titi Livi ab urbe condita libri Leipzig: Teubner, 1898.	Anna Glenn
Lucan	Pharsalia	Perseus	Carolus Hermannus Weise, M. Annaei Lucani Pharsaliae Libri X, (Leipzig: G. Bassus 1835)	Chris Forstall
Lucian	Abdicatus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Adversus indoctum et libros multos ementem	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Alexander	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Anacharsis	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Apologia	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Bacchus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Bis accusatus sive tribunalia	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Calumniae non temere credundum	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Cataplus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Contemplantes	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De Domo	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De Syria dea	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De astrologia	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De luctu	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De mercede	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De morte Peregrini	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De parasito sive artem esse parasiticam	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De sacrificiis	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	De saltatione	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Dearum judicium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Demonax	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Deorum concilium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Dialogi Marini	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Dialogi deorum	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Dialogi meretricii	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Dialogi mortuorum	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Dipsades	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Electrum	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Eunuchus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Fugitivi	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Gallus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Harmonides	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Hercules	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Hermotimus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Herodotus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Hesiod	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Hippias	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Icaromenippus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Imagines	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Judicium vocalium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Juppiter confuatus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Juppiter trageodeus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Lexiphanes	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Macrobii	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Muscae Encomium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Navigium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Necyomantia	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Nigrinus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Patriae Encomium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Phalaris	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Philopsuedes Sive Incredulus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Piscator	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Podagra	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Pro imaginibus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Pro lapsu inter salutandum	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Prometheus	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Prometheus es in verbis	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Pseudologista	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Quomodo historia conscribenda sit	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol II. Leipzig: in aedibus B. G. Teubneri, 1913.	Caitlin Diddams
Lucian	Rhetorum praeceptor	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol II. Leipzig: in aedibus B. G. Teubneri, 1913.	Caitlin Diddams
Lucian	Saturnalia	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Scytha	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Soleocista	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Somnium sive vita Luciani	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Symposium	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Timon	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Toxaris vel amicitia	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Tyrannicida	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Verae Historiae	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Vitarum auctio	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol III. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucian	Zeuxis	Perseus	Karl Jacobitz, Luciani Samosatensis Opera, Vol I. Leipzig: in aedibus B. G. Teubneri, 1896.	Caitlin Diddams
Lucretius	De Rerum Natura	Perseus	uncredited	Chris Forstall
Lycophron	Alexandra	Perseus	A.W. Mair, Alexandra.London: William Heinemann; New York: G.P. Putnam's Sons, 1921.	Jessica Micceri
Lycurgus	Speeches	Perseus	Kenneth J Maidment Minor Attic Orators in two volumes, 2, with an English translation by J. O. Burtt, M.A.Cambridge, MA, Harvard University Press; London, William Heinemann Ltd., 1962.	Jessica Micceri
Lycurgus	Speeches (Greek). Machine readable text	Perseus	Kenneth J Maidment Minor Attic Orators in two volumes, 2, with an English translation by J. O. Burtt, M.A.Cambridge, MA, Harvard University Press; London, William Heinemann Ltd., 1962.	Jessica Micceri
Marcus Aurelius	M. Antonius Imperator Ad Se Ipsum	Perseus	Jan Hendrik Leopold, M. Antonius Imperator Ad Se Ipsum. Leipzig: in aedibus B. G. Teubneri, 1908.	Emilie Redwood
Martial	Epigrams	Perseus	Wilhelm Heraeus, M. Valerii Martialis Epigrammaton libri. Leipzig: Borovskij, 1925.	Chris Forstall
Nepos	Vitae	Perseus	Albert Fleckeisen, Vitae. Leipzig: Teubner, 1886.	Anna Glenn
Nonnus of Panopolis	Dionysiaca	Perseus	W.H.D. Rouse, Dionysiaca, 3 Vols.Cambridge, MA., Harvard University Press; London, William Heinemann, Ltd., 1940-1942.	Jessica Micceri
Oppian of Apamea	Cynegetica	Perseus	A. W. Mair, Oppian, Colluthus, Tryphiodorus with an English Translation by A.W. Mair.London, William Heinemann, Ltd.; New York: G.P. Putnam's Sons, 1928.	Jessica Micceri
Oppian	Halieutica	Perseus	A. W. Mair, Oppian, Colluthus, Tryphiodorus with an English Translation by A.W. Mair.London, William Heinemann, Ltd.; New York: G.P. Putnam's Sons, 1928.	Jessica Micceri
Ovid	Amores	Perseus	R. Ehwald, Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris (Teubner 1907)	Chris Forstall
Ovid	Ars Amatoria	Perseus	R. Ehwald, Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris (Teubner 1907)	Chris Forstall
Ovid	Ex Ponto	Perseus	Arthur Leslie Wheeler, P. Ovidius Naso: Ex Ponto. Cambridge, MA: Harvard University Press, 1939.	Chris Forstall
Ovid	Fasti	Perseus	Sir James George Frazer, Ovid’s Fasti. Harvard University Press, 1933.	Chris Forstall
Ovid	Heroides	Perseus	R. Ehwald, Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris. Teubner, 1907.	Chris Forstall
Ovid	Medicamina Faciei Femineae	Perseus	R. Ehwald, Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris. Teubner, 1907.	Chris Forstall
Ovid	Metamorphoses	Perseus	Hugo Magnus, Ovid: Metamorphoses. Gotha (Germany): Friedr. Andr. Perthes, 1892.	Chris Forstall
Ovid	Remedia Amoris	Perseus	R. Ehwald, Amores, Epistulae, Medicamina faciei femineae, Ars amatoria, Remedia amoris. Teubner, 1907.	Chris Forstall
Ovid	Tristia	Perseus	Arthur Leslie Wheeler, P. Ovidius Naso: Tristia. Cambridge, MA: Harvard University Press, 1939.	Chris Forstall
Pausanias	Description of Greece (Greek). Machine readable text	Perseus	Friedrich Spiro Pausaniae Graeciae Descriptio, 3 vols..Leipzig, Teubner, 1903.	Jessica Micceri
Persius	Satires	Perseus	G.G.Ramsay, Juvenal and Persius with An English Translation. London: William Heinemann; G. P. Putnam's Son, 1918.	Anna Glenn
Philostratus the Athenian	De Gymnastica	Perseus	Carl Ludwig Kayser, Flavii Philostrati Opera, Vol 2. Lipsiae: in aedibus B. G. Teubneri, 1871.	Jessica Micceri
Philostratus the Athenian	Epistulae et Dialexeis	Perseus	Carl Ludwig Kayser, Flavii Philostrati Opera, Vol 2. Lipsiae: in aedibus B. G. Teubneri, 1871.	Jessica Micceri
Philostratus the Athenian	Heroicus	Perseus	Carl Ludwig Kayser, Flavii Philostrati Opera, Vol 2. Lipsiae: in aedibus B. G. Teubneri, 1871.	Jessica Micceri
Philostratus the Lemnian	Imagines	Perseus	Carl Ludwig Kayser, Flavii Philostrati Opera, Vol 2. Lipsiae: in aedibus B. G. Teubneri, 1871.	Jessica Micceri
Philostratus the Athenian	Vita Apollonii	Perseus	Carl Ludwig Kayser, Flavii Philostrati Opera, Vol 1. Lipsiae: in aedibus B. G. Teubneri, 1870.	Jessica Micceri
Philostratus the Athenian	Vitae Sophistarum	Perseus	Carl Ludwig Kayser, Flavii Philostrati Opera, Vol 2. Lipsiae: in aedibus B. G. Teubneri, 1871.	Jessica Micceri
Pindar	Isthmean	Perseus	The Odes of Pindar including the Principal Fragments with an Introduction and an English Translation by Sir John Sandys, Litt.D., FBA.Cambridge, MA.,Harvard University Press; London, William Heinemann Ltd., 1937.	Jessica Micceri
Pindar	Nemean	Perseus	The Odes of Pindar including the Principal Fragments with an Introduction and an English Translation by Sir John Sandys, Litt.D., FBA.Cambridge, MA.,Harvard University Press; London, William Heinemann Ltd., 1937.	Jessica Micceri
Pindar	Odes	Perseus	The Odes of Pindar including the Principal Fragments with an Introduction and an English Translation by Sir John Sandys, Litt.D., FBA.Cambridge, MA.,Harvard University Press; London, William Heinemann Ltd., 1937.	Jessica Micceri
Pindar	Olympian	Perseus	The Odes of Pindar including the Principal Fragments with an Introduction and an English Translation by Sir John Sandys, Litt.D., FBA.Cambridge, MA.,Harvard University Press; London, William Heinemann Ltd., 1937.	Jessica Micceri
Pindar	Pythian	Perseus	The Odes of Pindar including the Principal Fragments with an Introduction and an English Translation by Sir John Sandys, Litt.D., FBA.Cambridge, MA.,Harvard University Press; London, William Heinemann Ltd., 1937.	Jessica Micceri
Plato	Alcibiades 1	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Alcibiades 2	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Apology	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Charmides	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Cleitophon	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Cratylus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Critias	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Crito	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Epinomis	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Epistles	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Euthydemus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Euthyphro	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Gorgias	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Hipparchus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Hippias Major	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Hippias Minor	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Ion	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Laches	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Laws	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Lovers	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Lysis	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Menexenus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Meno	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Minos	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Parmenides	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Phaedo	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Phaedrus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Philebus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Protagoras	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Republic	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Sophist	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Statesman	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Symposium	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Theaetetus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Theages	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plato	Timaeus	Perseus	Platonis Opera, ed. John Burnet.Oxford University Press, 1903.	Elizabeth Hunter
Plautus	Amphitruo	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Asinaria	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Aulularia	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Bacchides	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Captivi	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Casina	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Cistellaria	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Curculio	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Epidicus	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Menaechmi	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Mercator	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Miles Gloriosus	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Mostellaria	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Persa	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Poenulus	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Rudens	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Stichus	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Trinummus	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Plautus	Truculentus	Perseus	T. Maccius Plautus. Plauti Comoediae. F. Leo. Berlin. Weidmann. 1895.	Chris Forstall
Pliny the Younger	Letters	Perseus	Letters.	Tony R Waleszczak & Jessica Micceri
Pliny the Elder	Naturalis Historia	Perseus	Karl Friedrich Theodor Mayhoff, Naturalis Historia. Lipsiae : Teubner, 1906.	Anna Glenn
Plutarch	Ad principem ineruditum	Perseus	Gregorius N. Bernardakis, Moralia. Leipzig: Teubner, 1893.	Bridget Murray
